,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,ATVI,AVGO,CA,CRM,CSCO,CSRA,CTSH,CTXS,EA,EBAY,EMC,EQIX,FB,FFIV,FIS,FISV,FSLR,GOOG,GOOGL,GPN,HPE,HPQ,HRS,IBM,INTC,INTU,JNPR,KLAC,LLTC,LRCX,MA,MCHP,MSFT,MSI,MU,NFLX,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,SNDK,STX,SWKS,SYMC,TDC,TEL,TSS,TXN,V,VRSN,WDC,WU,XLNX,XRX,YHOO
FIS,0.0172859409938,0.0438645450247,-0.0685588344563,-0.00524690632176,0.0246589293518,0.0669373539802,0.0243995218618,0.0125749473217,0.246005607377,-0.0158768231981,0.161351706255,-0.159954866241,-0.0496699221518,0.022151861041,-0.0281112654624,-0.0114800522234,0.0557844173882,0.0130507586449,0.0988568385069,0.0839793555209,0.0793609269855,0.0195420107093,-0.0245690285843,1.0,0.0121238367675,-0.0100046142269,0.0704316516884,-0.12326746609,0.0171608907562,-0.000167774053355,0.0761983103609,-0.0348492566297,-0.0143676315695,0.0558603978504,0.0395181439283,-0.203846649993,0.0634168644228,-0.0406375437672,-0.0373331048604,0.0850417920163,0.185922514298,0.190073571041,-0.163834948829,-0.0307202981655,0.0199318607826,0.0542664433043,0.0144259052193,0.0302327781603,-0.12589422101,-0.133073282014,0.0342574052338,-0.0286210404104,-0.152712874828,0.0150171988553,-0.0301805444259,0.387378658644,0.0126248150408,-0.00824044301094,-0.0501373919183,0.0658303935866,-0.00777437604604,-0.00059888548849,0.129496276889,0.000731116980612,0.00951876599351,-0.0174956009944,0.0693086134184,0.0328644033325
FISV,-0.0733236995099,-0.0100910050994,-0.0425214690134,0.00352558344253,0.046421138275,-0.0558708402064,-0.0169131508473,-0.0125350857427,0.0206807301519,-0.0159002345598,0.0385538878264,-0.0306119982246,-0.0419288870607,0.0199969277006,0.015602288371,0.0794795323502,0.0318958331296,-0.0512700271432,0.0580001515466,-0.0957139220528,0.020868676337,0.00494301702703,0.0334970023028,0.0121238367675,1.0,-0.0290117628257,0.0231847661796,-0.0203340915353,0.0179129724911,-0.0956537045666,0.0501731678277,0.0478686828439,0.0485712520183,0.0590337912274,-0.00600450525832,0.0103766438081,-0.00204983397777,-0.0430190335604,0.0274634444438,0.0392771875491,-0.0336539056564,0.0792162234684,-0.0360088145363,-0.0034067286356,0.0733843841206,0.0504354490403,0.0156484312686,0.0400879711669,0.00611473665146,0.0126822481376,0.101948926683,-0.0149132480479,0.00978040590682,-0.0280199166862,-0.0104257205392,-0.00120316927914,0.078669499765,-0.00565201813078,0.0016862301006,-0.0890459501466,-0.0300704677255,-0.00913734887581,-0.165162826438,-0.0333181431721,-0.0411205844985,-0.0757861479103,-0.158135814833,0.01585499683
FSLR,-0.0284856971291,0.0267585363033,-0.0055423873888,-0.0383127013162,-0.044102606104,0.0489448790875,-0.115943886723,-0.0113692518144,-0.0177157342612,0.00563855201244,0.0331607207998,-0.0114002722666,0.0160489373969,-0.000797249212262,-0.0130392078851,0.0357440513669,0.0163236861532,0.0062992746604,0.00536660453651,0.0103552119428,0.00495127211258,-0.0121354464336,0.0136156655376,-0.0100046142269,-0.0290117628257,1.0,0.00440024939607,-0.012557494656,-0.00681502681748,0.0670845858214,-0.0385837966844,0.0115083431568,0.0549862480064,0.0483768897295,0.0415979727419,0.0307637014759,0.317105932765,0.0169519846522,0.00506178394358,0.0654057136622,0.0302206518636,0.0153660306215,-0.0246496349727,0.00362217787737,-0.00324812564711,-0.0208408150656,-0.0158511236621,0.0696635986129,-0.0498452445997,0.0142064993415,-0.0228398007581,-0.00729667762948,-0.33233425667,0.0302203622834,0.0231397445109,0.010414644502,0.00129689042537,-0.00751443769404,-0.00111672256956,-0.000319111594828,0.0301598188597,-0.0100133369901,0.0275882425153,0.0127105405388,-0.0501150659191,0.0206725056721,-0.155429408952,-0.0557641567745
GOOG,-0.0197815067223,0.030232614956,-0.0177288734182,-0.00891640665932,0.054019743279,-0.00492300116728,0.00505840870935,-0.020162321588,0.0413212483995,-0.0314443771724,0.0442078997133,0.00112283829948,-0.0358695290898,0.0174232912394,0.0068971231603,-0.0600639801238,0.0171622844399,0.00118541291372,0.33272435249,-0.0227867834586,0.0101609375839,-0.0748685592781,0.00475495979313,0.0704316516884,0.0231847661796,0.00440024939607,1.0,-0.09636585054,-0.0535277122781,-0.0138021763104,0.00643680493365,0.0142485128637,0.0920158879295,-0.0413795768672,0.0449990413327,-0.203332555294,0.0131411124812,-0.0126825696195,0.0105515649632,-0.0273148634331,-0.0847765345108,0.0376225773665,-0.00705898641412,-0.00432709180609,-0.0370095405603,-0.0127772362871,0.02370213655,-0.0573239048005,0.0348014629378,-0.0133763731854,0.0599932046251,-0.000332719401094,-0.0528971436676,-0.0554881718476,-0.0193296793896,-0.0260427423063,-0.00609613254837,-0.00249080371071,-0.121689736181,0.0528046598355,-0.00330072758831,0.0129892482057,0.161585154812,-0.0575428750701,-0.0612008334827,-0.0992375890228,0.0111697146769,0.0608308694447
GOOGL,0.0440732487408,-0.0418256736038,0.00236143633758,0.00422949981899,0.026661464969,0.0207227002517,0.00416101056312,-0.0107908519564,0.00224804084928,0.0488685187831,0.0257829719716,-0.0811533840195,0.0163296339084,-0.00697542910505,0.0262992300174,0.0237117370774,0.0152684269741,-0.0071660837923,-0.265712899196,0.00965958827187,-0.188720155922,0.0210422266077,0.0232234506174,-0.12326746609,-0.0203340915353,-0.012557494656,-0.09636585054,1.0,0.0261743880373,-0.0405172257259,0.0881971938226,0.0399310183698,0.022192099616,-0.110816024985,-0.0118110413085,0.169039494564,0.00159435885151,0.00339407410816,-0.0331031222077,-0.0336813794179,-0.0285260253391,0.0275168173202,0.0268215433613,0.00564618264783,-0.0873212462134,0.00467663245514,-0.000980818582029,0.411357191186,0.0297746095935,0.0383933656986,0.186298245221,-0.0201842500599,0.0513338195202,-0.00870594004791,-0.00288149976194,-0.0345329934255,-0.0670042049118,0.0237183521954,0.0860104321696,-0.042558930247,-0.0680512628569,8.69446790445e-05,-0.0132761634677,0.0303472863729,0.0211840661623,0.0619801609952,-0.00899573846641,0.0365610167719
GPN,0.0129992134254,0.0962774811534,0.0535489439433,-0.0207970528664,-0.0302304269048,0.0323044822218,-0.0155819292505,0.0634000261957,0.0159673534701,0.0185832654541,0.0355432010009,0.145737996315,0.238439443285,0.0195639031609,-0.100818065058,0.164769885237,-0.00140285422609,0.0206459722704,-0.0923832934484,-0.00929925929294,0.0308379802603,-0.0215009881026,-0.145957476558,0.0171608907562,0.0179129724911,-0.00681502681748,-0.0535277122781,0.0261743880373,1.0,-0.0507665695172,-0.179672805107,0.0782962410227,-0.0439379766911,-0.0216278926824,-0.0339062347061,0.0747721049642,0.0643075029818,0.0114071740984,0.0222674365722,0.0844145907213,0.172409587883,-0.0387466118081,0.0827980697222,-0.0700370842103,0.0486379940957,-0.146458985753,-0.0351345692763,0.022264453379,0.0255298314615,0.0610000754293,0.0114014405985,-0.02221794603,0.0585197325044,0.122771123206,0.0137106781466,0.016516680442,-0.004648324841,0.371307875056,0.0599574582501,-0.0631105232957,0.0126901166431,0.247874646697,0.0295914836493,-0.013006718414,0.0525051735024,-0.013092428986,-0.0449571040633,0.0073520304758
HPE,-0.0514793448497,-0.100971596681,-0.148684251629,-0.0554101914796,0.0868597149742,0.160077506997,-0.085611334152,0.0104682897996,-0.0594412076096,0.06162867488,-0.0714927501297,0.0812537052674,-0.0747331910933,0.0877321747805,0.00990732624834,-0.0374481312231,-0.0352541355966,0.0822580402578,0.0741791270275,-0.0818329116331,-0.0501087547533,-0.0378703656415,0.00392815346783,-0.000167774053355,-0.0956537045666,0.0670845858214,-0.0138021763104,-0.0405172257259,-0.0507665695172,1.0,0.0684940367535,-0.0320322659853,-0.0619630291307,-0.123446576919,0.0144904360315,0.0195433290757,0.0246425097425,-0.0950893642394,-0.0358588456739,0.223685219457,0.0652300999645,-0.0933891210334,0.0727797423748,-0.0201485738771,-0.0357635913671,0.0558328472591,0.0369248845742,0.0387732228801,-0.0690124802313,0.0426896109546,0.00762017632467,-0.0168121459199,0.0367232466239,-0.0200433574539,-0.0418785409351,0.0124002988607,0.0501554520516,0.0042900696535,0.0321840409558,-0.0720356287418,0.160640037507,-0.0185292071856,-0.0328358093892,0.0241374829998,-0.0198792784504,-0.0741810113596,0.0880622068205,-0.0085031915345
HPQ,-0.157861275144,-0.0154184276759,-0.0570624936859,-0.00353990425926,0.0105766385895,-0.0182421009496,-0.0123885162169,0.0343076938516,0.206323327145,0.0841824059157,-0.0496618214105,0.020011787187,-0.0121143878124,-0.0408638908319,-0.0371281126905,-0.0757822484661,0.0317650271588,0.00243829721778,-0.0301860039914,0.0155485626681,-0.0426152502456,-0.036632735352,-0.0270031627592,0.0761983103609,0.0501731678277,-0.0385837966844,0.00643680493365,0.0881971938226,-0.179672805107,0.0684940367535,1.0,0.0160406090586,-0.0881109057885,0.0277358333556,-0.0156236952569,-0.0735630943713,-0.0885104370535,0.148316207068,-0.0399070081487,-0.12286038891,-0.0306329015428,0.100353668643,-0.0337478786312,0.0211164561194,0.0563693176452,0.0202430578005,-0.051101822184,-0.00232037855377,0.0070077039533,-0.021606580584,0.111901848687,0.0049664021684,-0.00159026770278,-0.02765095056,-0.0376945346114,-0.0405047358004,-0.00611049345027,0.0139024964061,0.00133150587228,0.0231161667137,0.00155543111041,-0.048394920875,0.0555096718875,0.0818552524899,-0.00188734230589,0.0193484563583,0.0563553335697,0.0346255568001
HRS,-0.181246547301,-0.0018896966184,-0.0177078841224,-0.0499843614901,0.0592513686437,0.022519308584,0.013437201928,-0.0629895675539,-0.209914386993,-0.00101075880443,-0.0283022904713,0.0189994248237,-0.0342963378151,0.0832020087152,-0.340347785936,-0.00512671122391,0.00559301171812,0.0529622873429,0.0173932561099,-0.0435518883075,0.00129734824947,0.0179253580467,0.0448334858547,-0.0348492566297,0.0478686828439,0.0115083431568,0.0142485128637,0.0399310183698,0.0782962410227,-0.0320322659853,0.0160406090586,1.0,0.0590700828446,0.00974911677474,0.0266237293905,0.083030798807,-0.0524425193583,0.0239766401586,-0.000221632156766,0.0929569276708,-0.0095386764244,0.0552975549154,0.0380500097857,-0.0413505058098,0.0198610837356,0.161550133678,0.00231132523659,0.00805901545583,0.0442042757763,0.0546476305589,0.070088253949,-0.432289778989,0.0300055449439,0.0636026055976,0.0188751559684,0.0560917757875,-0.0145504169155,0.0218780066268,0.0233786634969,-0.021192869619,0.00899906552415,0.0349651483639,0.0828859519937,0.0219978445571,0.0521499032731,-0.0233303709062,0.0216083056946,0.0137700048565
IBM,0.103346091674,0.0294094782481,0.0775604522865,0.0122626476023,6.71899271882e-05,0.0229446161501,0.0413802891813,-0.0566331318454,-0.122555715832,0.0286594410537,0.0700200220531,-0.036697815104,0.0558621670411,0.100636147555,-0.0228753413155,-0.0191247992266,0.175588397784,-0.0156728084138,0.0340786024024,-0.0230440742849,-0.0490081438977,0.00692367722743,-0.0136507295274,-0.0143676315695,0.0485712520183,0.0549862480064,0.0920158879295,0.022192099616,-0.0439379766911,-0.0619630291307,-0.0881109057885,0.0590700828446,1.0,0.033355538999,0.268437559071,-0.0188492451246,0.0430395757847,-0.0361165695415,0.00153045572076,0.0485390383578,0.00936930854219,0.118778780318,-0.0326631461617,-0.219976776218,-0.0199076446232,-0.0704445593093,0.000861901796396,0.0173596282901,0.0114379028727,-0.0198887609515,0.115627101582,-0.0182698438943,-0.0264396017851,0.0375903394574,0.00598649927266,0.00232253568602,-0.0299580079516,0.0209165090235,0.000517470323525,0.00490145659122,0.0864574624115,-0.118036471051,0.00844120420741,-0.154101957273,-0.172934966574,0.0632940658422,0.0347494459338,0.0699826407579
INTC,-0.00995093726156,0.0143335852278,-0.00967718402823,-0.637464372211,-0.00269352077469,-0.0614759104559,0.00905282251906,0.0246017918493,0.0240879333297,0.0229210914791,-0.036451949395,0.0119966870906,-0.0375179880889,-0.059154894463,-0.010681047759,-0.0260694412821,0.0247913762681,0.0407034780838,-0.0500748222669,-0.0244875718549,0.0501396092072,8.69339078023e-05,-0.00805183505013,0.0558603978504,0.0590337912274,0.0483768897295,-0.0413795768672,-0.110816024985,-0.0216278926824,-0.123446576919,0.0277358333556,0.00974911677474,0.033355538999,1.0,-0.0319669039214,-0.0989440908134,-0.00746370413765,0.0707713219126,0.00327473231591,0.0690111105828,0.326724971,-0.0347890343789,-0.00340385667423,-0.0297268045676,0.0509591818692,-0.0947562131926,0.0244552710828,-0.0257909589371,0.01305297957,-0.0228204603566,0.00654795827458,-0.000282405584266,-0.0170586215526,0.00320121256045,-0.00220460597763,0.024716986968,0.00892115398541,0.0526185132147,-0.0106568217935,0.0404543296853,-0.119667783519,-0.0119564971464,0.0185971491312,-0.341663123057,0.0136681683356,0.0549589461304,0.106384952895,0.0323787695664
INTU,0.00257574479936,-0.067905546037,0.0472847095042,0.0412408808244,-0.0402198321397,0.0315118543771,0.0142172258896,-0.0125717048718,-0.0534547055448,0.00604331258735,0.184930499444,-0.232515373477,0.0606956722133,0.0968573364779,-0.0463288322298,-0.00316042658089,0.0216250225239,0.00563362954436,0.0154173918977,0.0203950304922,0.0555290307958,-0.0538712776064,0.0747553541789,0.0395181439283,-0.00600450525832,0.0415979727419,0.0449990413327,-0.0118110413085,-0.0339062347061,0.0144904360315,-0.0156236952569,0.0266237293905,0.268437559071,-0.0319669039214,1.0,0.0577681524687,0.0749539917592,0.0406277480024,0.0327548392603,-0.116532980605,0.0317742298704,0.180634008176,-0.152464306041,-0.0105313559549,0.0384411909561,-0.061547089673,0.0205744960844,0.103724746356,0.208857446298,0.110326198671,0.0781058082438,-0.000544256034399,0.0159945252531,0.0218962719383,-0.0231070102392,-0.0689180209218,0.00522826717619,-0.0359213893488,-0.0355294160508,0.0560046988871,0.179506944753,-0.115933178322,0.0352676162763,-0.0308465589781,0.00539600695558,0.0366971628811,0.0454348989458,-0.0223270597297
JNPR,0.0612610955542,-0.0571775591212,-0.00878225037749,-0.0272408040145,0.00993251540353,0.00181830590189,-0.0110191485395,0.0117262323178,-0.123852929271,-0.0124637789761,0.00383589918049,0.143323712097,0.0060796542953,0.0315307720376,-0.000137098835693,0.0784884098428,0.106431937751,0.0180521150134,-0.323420498402,-0.104630701496,-0.0670656381591,-0.0188263204938,0.048852153369,-0.203846649993,0.0103766438081,0.0307637014759,-0.203332555294,0.169039494564,0.0747721049642,0.0195433290757,-0.0735630943713,0.083030798807,-0.0188492451246,-0.0989440908134,0.0577681524687,1.0,0.0795117332608,0.000891884190337,0.160471433908,-0.0531979004975,0.0868750889151,-0.0787764543804,0.17387024855,-0.0499718051037,0.0799707718474,0.144039013981,0.00582946199994,0.0100474593859,0.0186896830541,0.0536949557041,-0.101978079642,-0.00134313978228,0.132445908966,0.0635619439104,0.0334453215837,-0.00134277095055,0.0283606215009,0.0158490381902,0.135860874948,-0.11527648764,-0.00737032508629,0.0314720913497,-0.137174893785,0.109110133842,0.0906795973151,0.0315174016548,-0.1032451965,-0.102503614505
KLAC,0.0193479011843,-0.0142269431064,0.0205875853638,0.0140725113759,-0.0147665393271,0.0272558094302,0.0439224058744,0.0296022285187,0.00946591257534,-0.012909905798,0.0455623639648,0.050799792737,0.0341043974305,-0.0756914042639,0.0195771159167,0.13101603307,0.0352620801674,0.0970924362468,0.00633695766228,-0.0389359251983,-0.00162775508176,0.0232072326555,-6.96092479596e-05,0.0634168644228,-0.00204983397777,0.317105932765,0.0131411124812,0.00159435885151,0.0643075029818,0.0246425097425,-0.0885104370535,-0.0524425193583,0.0430395757847,-0.00746370413765,0.0749539917592,0.0795117332608,1.0,-0.0482277359197,-0.0172292013469,0.0718625368217,0.0571662209056,0.0143881518297,0.0230937863915,-0.063349875695,0.00999687814176,-0.0370809997839,0.0544579384353,0.00244356693749,-0.0183485031889,-0.00346782519411,-0.112658929426,0.00305608902759,0.100461329127,0.137165540561,0.0148374389519,0.0868909427117,-0.10099568381,0.00195648998827,0.0405552758127,-0.00754192909859,0.0269016738063,0.0179309199487,0.010087680319,-0.0220857458151,0.0298061180439,-0.00279195211017,-0.0167594605836,0.013434205443
LLTC,-0.0245106761062,0.0203447666045,-0.00437086168478,-0.0302773389959,-0.0204462508427,0.015908180765,0.00826303130854,0.0432029366417,0.305340499269,0.0531729814847,0.0418924625701,-0.0418526181582,0.0396556810579,0.079199707472,-0.0103000676241,0.0279521690141,-0.00758789909277,0.0138358515793,-0.0330949592796,0.0145906381415,0.0444750189507,0.0262256238572,0.0540006797541,-0.0406375437672,-0.0430190335604,0.0169519846522,-0.0126825696195,0.00339407410816,0.0114071740984,-0.0950893642394,0.148316207068,0.0239766401586,-0.0361165695415,0.0707713219126,0.0406277480024,0.000891884190337,-0.0482277359197,1.0,0.068148809546,-0.0417545806977,-0.0590892566838,0.117749866952,-0.104238904638,0.0268216194507,0.0181788880006,0.0537561422761,-0.0772136354248,0.0154634112805,0.0295118662653,0.0995690961265,0.0369551132248,-0.106157374136,-0.00224580761876,0.0461971360417,-0.0192242249181,-0.252091915829,-0.0249673957339,-0.0435751364382,0.0250276270637,0.0790264614867,0.0708680518816,0.0551623833932,0.0771425640559,-0.0697800011722,0.0202122295879,0.0247386311488,0.0452577943827,-0.000199555263466
LRCX,0.0149647930247,0.0264075745992,-0.0100633117949,0.0207465487786,-0.00104770609753,0.01616300897,0.0490236091012,0.0283798290307,-0.191891696946,-0.0081406168715,0.025441794427,0.0103960010306,-0.252940170493,0.0123282473083,0.00637930046844,0.0188716713992,0.00838371021852,-0.0171716818366,-0.025249184937,-0.00633427486797,0.0349115319717,-0.0543832473608,0.0637866411742,-0.0373331048604,0.0274634444438,0.00506178394358,0.0105515649632,-0.0331031222077,0.0222674365722,-0.0358588456739,-0.0399070081487,-0.000221632156766,0.00153045572076,0.00327473231591,0.0327548392603,0.160471433908,-0.0172292013469,0.068148809546,1.0,0.0287626398778,-0.0048839193463,-0.0428624094079,0.00571449470235,0.00050002165957,-0.0333776593794,0.0191540100741,0.0478463171593,-0.0145307875789,0.0137095369941,0.0214161763074,-0.000767907499491,0.0176944609955,-0.00959457933664,0.0254077871643,0.0559212987685,-0.0354389798621,0.0120896223843,-0.0118258599587,0.012201791051,0.0222593904644,0.00199268082836,0.100657825098,-0.0163091223871,0.00638216341754,0.0273259020377,-0.00804921245495,-0.0243396856685,0.00249122400664
MA,-0.0365139204466,-0.0635460042895,0.077945970129,-0.0782205508121,-0.118461491661,0.0565192892563,0.0739187785798,-0.062498854601,-0.0196743960513,0.0313676918908,-0.035626720862,0.169341928677,0.0285922219683,0.103742809878,-0.0543713470534,-0.0153451206697,0.00379290593105,0.136424271981,-0.00185132805604,-0.00969017773214,-0.00882185032675,0.0627766413712,0.0422208950662,0.0850417920163,0.0392771875491,0.0654057136622,-0.0273148634331,-0.0336813794179,0.0844145907213,0.223685219457,-0.12286038891,0.0929569276708,0.0485390383578,0.0690111105828,-0.116532980605,-0.0531979004975,0.0718625368217,-0.0417545806977,0.0287626398778,1.0,0.0644279850292,-0.256042731859,0.144282804534,-0.0103074663636,0.0754037015949,0.128440751837,-0.0361899824176,0.074059976829,-0.251229829023,-0.0837998958419,-0.0465074078578,-0.0110347093046,0.00827437594062,0.0108072710669,-0.0493428993736,0.0875394632309,-0.239733087707,-0.0487109414355,0.0903452830332,-0.0546400809036,-0.049633450566,0.0160407575697,0.0616005334114,-0.013305292062,-0.0336438609274,-0.115712881078,-0.0174524715225,-0.0983983987758
MCHP,0.101240818659,0.0401090076623,0.030773484194,-0.307293047213,0.026158782619,-0.0799201946023,0.0429707993044,-0.183312910878,-0.0124074186076,0.00108732575823,0.000940559963639,-0.0494727546486,0.0166994662132,-0.0474253983764,0.0105659761882,0.0378075202426,0.00791717473956,-0.0844989453575,-0.0716621514287,-0.0158822004537,0.000769563007121,0.0163698668529,0.0134711316199,0.185922514298,-0.0336539056564,0.0302206518636,-0.0847765345108,-0.0285260253391,0.172409587883,0.0652300999645,-0.0306329015428,-0.0095386764244,0.00936930854219,0.326724971,0.0317742298704,0.0868750889151,0.0571662209056,-0.0590892566838,-0.0048839193463,0.0644279850292,1.0,-0.118055227194,0.0243159244262,0.0346512653224,0.0324175264657,0.00743393847697,0.0107838322097,-0.0835186021927,-0.0141903798035,0.146507093275,0.0132347397447,0.0341183236569,-0.013057535387,0.0992561154593,-0.0596137165517,0.351217456798,-0.000842397042801,0.133855539762,0.0438480028666,-0.0256046277498,-0.0535620572015,0.00153097723696,0.0154332509804,-0.159586822199,0.0404147979558,0.104201580172,0.0742204190818,-0.0209987448259
MSFT,-0.0418979285412,0.0178723335036,-0.272661316016,0.0645819847528,-0.00223289236879,0.0684605593568,-0.0602521665303,0.039024139262,-0.0258607037619,0.0538103808814,0.299668010462,-0.402352722195,0.0623462870243,0.0158415736819,-0.00587305893742,0.0460576050716,0.0319327498504,-0.00769132906176,0.0710306823263,0.0502199760394,0.0852150279387,0.0605115522166,-0.000959524368842,0.190073571041,0.0792162234684,0.0153660306215,0.0376225773665,0.0275168173202,-0.0387466118081,-0.0933891210334,0.100353668643,0.0552975549154,0.118778780318,-0.0347890343789,0.180634008176,-0.0787764543804,0.0143881518297,0.117749866952,-0.0428624094079,-0.256042731859,-0.118055227194,1.0,-0.555054926702,0.000153604389987,0.063153801493,-0.0233332438743,-0.120953940875,0.0512341052873,-0.0484501413115,-0.116844572309,0.134364317509,0.0129966071279,-0.0681615379772,0.0985812709783,-0.0288763170453,-0.0929766161352,0.15565384619,-0.0330453767451,-0.0946535762391,0.0434672727324,-0.00204705776539,0.0619146995037,-0.0395760975087,-0.0224195302342,-0.103986064237,-0.0219936809523,0.100636868126,0.0920541086803
MSI,-0.00333520490191,0.0458821228888,0.1785328145,-0.0650787515929,0.0138121880278,0.0103626498932,-0.012886518966,-0.0427515277807,0.00177853752129,-0.16890161238,-0.285005042884,0.428025022262,-0.0163994721574,0.213309105721,0.015541396175,-0.125282854143,0.00486547248266,0.0891629898897,0.0518892713312,-0.0598948680753,-0.0955437649347,-0.0377550733066,-0.0518459008915,-0.163834948829,-0.0360088145363,-0.0246496349727,-0.00705898641412,0.0268215433613,0.0827980697222,0.0727797423748,-0.0337478786312,0.0380500097857,-0.0326631461617,-0.00340385667423,-0.152464306041,0.17387024855,0.0230937863915,-0.104238904638,0.00571449470235,0.144282804534,0.0243159244262,-0.555054926702,1.0,-0.035855268346,-0.0692842304002,0.0340822578417,0.187542893302,-0.068416056417,0.0675419022187,0.238864108119,-0.10250888514,-0.018639383173,0.0383555057968,-0.0444793001153,0.0880222442686,0.0763697909047,0.00366010236038,0.0438785997456,0.126118911103,-0.0698065376448,-0.00557279405722,-0.0293434314214,0.000442820743045,-0.00495041153426,0.206955024583,-0.0310055058642,-0.0987527209736,-0.0985229128918
MU,-0.0459661298866,-0.0535879363219,-0.0194877961903,0.0214099209888,0.0259654142497,-0.0340609362746,0.0237596300785,0.00823949911375,-0.00605270811478,0.0155995264829,0.058157716626,-0.0130850093426,-0.0177207919608,-0.00113093539372,0.0818466960015,-0.0591495159247,-0.029497464531,-0.0333820121725,0.0337997674764,0.0234342756471,0.0122417103186,0.0405625394834,0.0101424205772,-0.0307202981655,-0.0034067286356,0.00362217787737,-0.00432709180609,0.00564618264783,-0.0700370842103,-0.0201485738771,0.0211164561194,-0.0413505058098,-0.219976776218,-0.0297268045676,-0.0105313559549,-0.0499718051037,-0.063349875695,0.0268216194507,0.00050002165957,-0.0103074663636,0.0346512653224,0.000153604389987,-0.035855268346,1.0,0.018192833591,0.0318528292237,0.0259197952284,-0.045301367486,-0.00184309595032,0.0298403370551,-0.144681408867,0.0130163576172,-0.0784390797332,-0.054265473882,-0.0106405310956,-0.00305443406502,0.00139274213428,-0.0169330689527,-0.0316616888591,-0.0502348687253,0.0274246162408,-0.0121941680636,0.00554789094458,-0.0257148624767,-0.0114289250585,0.0141782716453,-0.033109548969,0.0172056761509
NFLX,0.0359685267494,-0.01229451497,-0.0545995474288,-0.0128224086319,-0.0468740225022,0.00347706051764,-0.0013083273431,0.0408548669212,0.0166842918883,-0.139583733552,0.183620345776,0.0107993479185,0.141301247283,0.000259866837646,0.00423352485772,-0.0371391956673,0.0211679770141,0.0106943474657,0.0162752104209,-0.0554348588875,0.0096647940016,-0.0210865580965,-0.0133767716742,0.0199318607826,0.0733843841206,-0.00324812564711,-0.0370095405603,-0.0873212462134,0.0486379940957,-0.0357635913671,0.0563693176452,0.0198610837356,-0.0199076446232,0.0509591818692,0.0384411909561,0.0799707718474,0.00999687814176,0.0181788880006,-0.0333776593794,0.0754037015949,0.0324175264657,0.063153801493,-0.0692842304002,0.018192833591,1.0,0.0236155588821,-0.573854000302,-0.0142011601042,-0.0130097075845,-0.0298904479507,0.0212861031899,-0.0128891494332,0.121260657577,0.0197593277527,-0.0236870181391,-0.122727347671,-0.0864228833468,0.022437837134,-0.0209678302493,-0.345299898064,-0.0104672271479,-0.00222601110764,-0.0146657188076,0.0149308906513,-0.00181880306608,0.102544376686,-0.00415660466043,0.0907989525794
NTAP,-0.0643733687134,0.0525322419353,0.00919751527198,-0.00616922676753,0.0828658461965,-0.0031897732908,0.0564105923412,-0.0518748341862,-0.0198994328355,0.0790186197322,0.076453871663,-0.0373909474947,-0.122941632841,0.144822962144,0.0194847694895,-0.118081716646,0.0126974982418,0.036715288442,0.0303765911754,0.0302638919925,0.142498302225,0.013880239718,0.208140832441,0.0542664433043,0.0504354490403,-0.0208408150656,-0.0127772362871,0.00467663245514,-0.146458985753,0.0558328472591,0.0202430578005,0.161550133678,-0.0704445593093,-0.0947562131926,-0.061547089673,0.144039013981,-0.0370809997839,0.0537561422761,0.0191540100741,0.128440751837,0.00743393847697,-0.0233332438743,0.0340822578417,0.0318528292237,0.0236155588821,1.0,0.0134466964682,-0.0637423208329,0.0198661814471,-0.0583110542635,0.0215975009431,-0.0279734107101,-0.00855545278028,-0.0085584597022,0.0289186332416,-0.0470828120029,-0.00749197979196,-0.328482527469,-0.00315542166449,-0.0301831423258,0.0295087942174,0.00492565696659,-0.0167335483872,0.00608036181505,0.0555617998503,-0.0393250933917,-0.0151452115883,-0.0752925303189
NVDA,-0.00206800576432,-0.0202577764782,0.108452567693,0.0916782529421,0.0212136781281,-0.0112338615996,-0.0423483032927,-0.0141317798534,-0.00661648149286,-0.00562540725623,-0.19893432412,0.148777807882,-0.100925681744,0.0034547076329,-0.00833753800815,0.0231465938545,0.00718278454848,0.124946792525,0.000626598079859,0.024386593557,-0.0250221030269,-0.00149807827864,0.0166461822579,0.0144259052193,0.0156484312686,-0.0158511236621,0.02370213655,-0.000980818582029,-0.0351345692763,0.0369248845742,-0.051101822184,0.00231132523659,0.000861901796396,0.0244552710828,0.0205744960844,0.00582946199994,0.0544579384353,-0.0772136354248,0.0478463171593,-0.0361899824176,0.0107838322097,-0.120953940875,0.187542893302,0.0259197952284,-0.573854000302,0.0134466964682,1.0,0.00666929974695,0.00538091574235,0.0173699885569,0.0163065743521,0.00838747389075,-0.11396423731,-0.037675670474,-0.0312874793688,0.169775719434,0.280918644546,-0.00357708834704,0.0405817370082,0.316974997632,0.0533523082329,0.0112383336376,-0.00646225036267,0.00581981544181,0.00807491923738,-0.142515933136,0.0542828910171,-0.186874774807
